Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,address,lat,lon,Original Sales,Unit price,Cost,Unit cost,AvgTemperature
2348,CA-2016-159373,2016-03-13,2016-03-18,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,557.585,5,0.3,0.0,2016,3,San Antonio Texas,29.4246002,-98.4951405,796.5500000000001,159.31,557.585,111.51700000000001,65.45161290322581
2349,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.024000000000001,6,0.2,3.1583999999999985,2017,12,Los Angeles California,34.0536909,-118.242766,11.280000000000001,1.8800000000000001,5.865600000000002,0.9776000000000004,61.11290322580645
2350,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2,0.2,22.573199999999996,2017,12,Los Angeles California,34.0536909,-118.242766,86.82,43.41,46.8828,23.4414,61.11290322580645
2351,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2,0.0,5.3214,2017,12,Los Angeles California,34.0536909,-118.242766,10.86,5.43,5.5386,2.7693,61.11290322580645
2352,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,0.0,22.251600000000003,2017,12,Los Angeles California,34.0536909,-118.242766,79.47,26.49,57.218399999999995,19.072799999999997,61.11290322580645
2353,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,6,0.0,5.04,2017,12,Los Angeles California,34.0536909,-118.242766,10.08,1.68,5.04,0.84,61.11290322580645
2354,CA-2015-111514,2015-08-31,2015-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,7,0.15,200.95460000000008,2015,8,San Francisco California,37.7790262,-122.419906,1826.86,260.97999999999996,1351.8763999999999,193.12519999999998,66.19354838709677
2355,CA-2015-111514,2015-08-31,2015-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.3185,2015,8,San Francisco California,37.7790262,-122.419906,171.55,34.31,90.92150000000001,18.1843,66.19354838709677
2356,CA-2015-111514,2015-08-31,2015-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,36.51,1,0.0,15.699300000000001,2015,8,San Francisco California,37.7790262,-122.419906,36.51,36.51,20.810699999999997,20.810699999999997,66.19354838709677
2357,CA-2015-111514,2015-08-31,2015-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.976,3,0.2,80.99189999999999,2015,8,San Francisco California,37.7790262,-122.419906,299.96999999999997,99.99,158.9841,52.9947,66.19354838709677
2358,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,7,0.4,-447.5946999999999,2014,3,New York City New York,40.7830439,-73.9527658,2632.9100000000003,376.13000000000005,2027.3407,289.6201,36.68387096774194
2359,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,1071.576,4,0.4,-553.6476,2014,3,New York City New York,40.7830439,-73.9527658,1785.96,446.49,1625.2236,406.3059,36.68387096774194
2360,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908,3,0.4,-122.78160000000003,2014,3,New York City New York,40.7830439,-73.9527658,1023.1800000000001,341.06,736.6896,245.56320000000002,36.68387096774194
2361,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,34.86,7,0.0,16.3842,2014,3,New York City New York,40.7830439,-73.9527658,34.86,4.9799999999999995,18.4758,2.6393999999999997,36.68387096774194
2362,US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,155.04,4,0.0,75.9696,2014,3,New York City New York,40.7830439,-73.9527658,155.04,38.76,79.07039999999999,19.767599999999998,36.68387096774194
2363,CA-2017-136497,2017-04-16,2017-04-20,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,13.710000000000003,5,0.7,-10.053999999999998,2017,4,Columbus Ohio,39.9622601,-83.0007065,45.7,9.14,23.764000000000003,4.752800000000001,59.980000000000004
2364,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0.0,40.9216,2016,3,Waynesboro Virginia,38.0686668,-78.8893999,127.88,63.94,86.9584,43.4792,
2365,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0.0,44.8896,2016,3,Waynesboro Virginia,38.0686668,-78.8893999,160.32,80.16,115.43039999999999,57.715199999999996,
2366,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0,4,0.0,20.7,2016,3,Waynesboro Virginia,38.0686668,-78.8893999,46.0,11.5,25.3,6.325,
2367,CA-2014-102295,2014-11-24,2014-11-26,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.71199999999999,1,0.2,-18.106799999999993,2014,11,Sacramento California,38.5810606,-121.493895,150.89,150.89,138.81879999999998,138.81879999999998,55.059999999999995
2368,CA-2017-123659,2017-02-10,2017-02-13,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,Maryland,20735,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),23.12,4,0.0,11.328800000000001,2017,2,Clinton Maryland,38.7522607,-76.8969155,23.12,5.78,11.7912,2.9478,
2369,US-2016-129469,2016-09-23,2016-09-27,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.7040000000001,6,0.2,-26.635200000000026,2016,9,Fairfield Ohio,39.7886111,-82.6418883,665.88,110.98,559.3392000000001,93.22320000000002,
2370,US-2016-129469,2016-09-23,2016-09-27,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.912,2,0.2,0.30700000000000016,2016,9,Fairfield Ohio,39.7886111,-82.6418883,6.14,3.07,4.6049999999999995,2.3024999999999998,
2371,CA-2017-155152,2017-07-07,2017-07-09,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,4,0.0,93.24000000000001,2017,7,Warwick Rhode Island,41.7002024,-71.4161108,252.0,63.0,158.76,39.69,
2372,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288000000000004,8,0.6,-27.129599999999996,2016,7,Aurora Illinois,41.7571701,-88.3147539,150.72,18.84,87.4176,10.9272,
2373,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,1,0.2,0.8224999999999999,2016,7,Aurora Illinois,41.7571701,-88.3147539,3.29,3.29,1.8095000000000003,1.8095000000000003,
2374,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,23.688000000000002,9,0.2,7.698599999999999,2016,7,Aurora Illinois,41.7571701,-88.3147539,29.610000000000003,3.2900000000000005,15.989400000000003,1.7766000000000004,
2375,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.37199999999996,2,0.3,-14.478399999999993,2016,7,Aurora Illinois,41.7571701,-88.3147539,361.96,180.98,267.8503999999999,133.92519999999996,
2376,CA-2017-119669,2017-01-24,2017-01-30,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67,3,0.0,0.11340000000000017,2017,1,Smyrna Georgia,33.883887,-84.5147454,5.67,1.89,5.5565999999999995,1.8521999999999998,
2377,US-2014-164616,2014-08-19,2014-08-21,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.77600000000001,4,0.7,-58.86159999999998,2014,8,Columbus Ohio,39.9622601,-83.0007065,255.92,63.98,135.6376,33.9094,74.87741935483871
2378,US-2014-164616,2014-08-19,2014-08-21,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184000000000001,2,0.2,1.1479999999999988,2014,8,Columbus Ohio,39.9622601,-83.0007065,11.48,5.74,8.036000000000001,4.018000000000001,74.87741935483871
2379,CA-2015-148628,2015-12-06,2015-12-11,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,91360,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5,0.0,15.065,2015,12,Thousand Oaks California,34.1705609,-118.8375937,32.75,6.55,17.685000000000002,3.5370000000000004,
2380,CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216,2,0.2,1.7138000000000002,2016,5,Lorain Ohio,41.4673238,-82.1781904,9.02,4.51,5.5022,2.7511,
2381,CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568000000000005,2,0.2,15.489999999999997,2016,5,Lorain Ohio,41.4673238,-82.1781904,61.96,30.98,34.07800000000001,17.039000000000005,
2382,CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.711999999999996,7,0.2,11.626299999999999,2016,5,Lorain Ohio,41.4673238,-82.1781904,68.38999999999999,9.769999999999998,43.085699999999996,6.155099999999999,
2383,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,4,0.0,45.770399999999995,2017,3,Fresno California,36.7295295,-119.7088613,176.04,44.01,130.2696,32.5674,58.67741935483871
2384,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,16.02,9,0.0,4.4856,2017,3,Fresno California,36.7295295,-119.7088613,16.02,1.78,11.5344,1.2816,58.67741935483871
2385,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,185.92000000000002,4,0.2,62.74799999999999,2017,3,Fresno California,36.7295295,-119.7088613,232.4,58.1,123.17200000000003,30.793000000000006,58.67741935483871
2386,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,TEC-PH-10000141,Technology,Phones,Clearsounds A400,211.168,4,0.2,15.837600000000009,2017,3,Fresno California,36.7295295,-119.7088613,263.96,65.99,195.3304,48.8326,58.67741935483871
2387,US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.98400000000004,2,0.2,59.99799999999996,2017,3,Fresno California,36.7295295,-119.7088613,599.98,299.99,419.9860000000001,209.99300000000005,58.67741935483871
2388,CA-2015-145065,2015-12-12,2015-12-15,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,7.86,2,0.0,3.6155999999999997,2015,12,San Diego California,32.7174202,-117.1627728,7.86,3.93,4.244400000000001,2.1222000000000003,58.309677419354834
2389,CA-2015-145065,2015-12-12,2015-12-15,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2,0.2,8.8624,2015,12,San Diego California,32.7174202,-117.1627728,30.56,15.28,15.585600000000001,7.792800000000001,58.309677419354834
2390,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,1,0.0,3.1104000000000003,2015,12,New York City New York,40.7830439,-73.9527658,6.48,6.48,3.3696,3.3696,50.380645161290325
2391,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,7,0.0,20.511400000000002,2015,12,New York City New York,40.7830439,-73.9527658,41.86,5.9799999999999995,21.348599999999998,3.0498,50.380645161290325
2392,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,9,0.0,97.19459999999992,2015,12,New York City New York,40.7830439,-73.9527658,1619.91,179.99,1522.7154,169.19060000000002,50.380645161290325
2393,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,4,0.0,42.150400000000005,2015,12,New York City New York,40.7830439,-73.9527658,113.92,28.48,71.7696,17.9424,50.380645161290325
2394,CA-2016-128111,2016-03-17,2016-03-23,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,2148,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,39.68,2,0.0,10.3168,2016,3,Malden Massachusetts,42.4250964,-71.066163,39.68,19.84,29.3632,14.6816,
2395,CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,37.6,2,0.0,2.2560000000000002,2015,11,New York City New York,40.7830439,-73.9527658,37.6,18.8,35.344,17.672,53.480000000000004
2396,CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9,2,0.0,23.96,2015,11,New York City New York,40.7830439,-73.9527658,59.9,29.95,35.94,17.97,53.480000000000004
2397,CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0,5,0.0,16.65,2015,11,New York City New York,40.7830439,-73.9527658,37.0,7.4,20.35,4.07,53.480000000000004
2398,CA-2017-169264,2017-08-14,2017-08-16,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,2,0.0,2.8224,2017,8,San Francisco California,37.7790262,-122.419906,5.76,2.88,2.9375999999999998,1.4687999999999999,64.02580645161291
2399,CA-2017-169264,2017-08-14,2017-08-16,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,16.68,6,0.0,4.336799999999999,2017,8,San Francisco California,37.7790262,-122.419906,16.68,2.78,12.3432,2.0572,64.02580645161291
2400,CA-2017-147361,2017-09-09,2017-09-15,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,7,0.0,12.576199999999986,2017,9,Florence South Carolina,34.1984435,-79.7671658,628.81,89.83,616.2338,88.0334,
2401,CA-2017-147361,2017-09-09,2017-09-15,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.449999999999996,5,0.0,14.676999999999998,2017,9,Florence South Carolina,34.1984435,-79.7671658,56.449999999999996,11.29,41.772999999999996,8.3546,
2402,CA-2017-145877,2017-04-01,2017-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.19999999999999,6,0.0,23.550000000000004,2017,4,Springfield Missouri,37.1968298,-93.2946576,94.19999999999999,15.699999999999998,70.64999999999998,11.774999999999997,59.80333333333333
2403,CA-2017-145877,2017-04-01,2017-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5,0.0,13.347999999999997,2017,4,Springfield Missouri,37.1968298,-93.2946576,28.4,5.68,15.052000000000001,3.0104,59.80333333333333
2404,US-2016-110170,2016-09-27,2016-10-03,Standard Class,HM-14860,Harry Marie,Corporate,United States,Huntsville,Texas,77340,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6647999999999,7,0.32,-225.09759999999991,2016,9,Huntsville Texas,30.7235263,-95.5507771,1406.86,200.98,1181.7623999999998,168.82319999999999,
2405,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.9099999999999,9,0.0,200.8637999999999,2017,10,Los Angeles California,34.0536909,-118.242766,1115.9099999999999,123.98999999999998,915.0462,101.6718,70.23548387096774
2406,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,7,0.2,-28.96739999999999,2017,10,Los Angeles California,34.0536909,-118.242766,160.92999999999998,22.99,157.7114,22.5302,70.23548387096774
2407,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92000000000002,10,0.2,26.972999999999992,2017,10,Los Angeles California,34.0536909,-118.242766,99.90000000000002,9.990000000000002,52.947000000000024,5.294700000000002,70.23548387096774
2408,CA-2017-144589,2017-01-20,2017-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,24.2,5,0.0,7.986,2017,1,San Francisco California,37.7790262,-122.419906,24.2,4.84,16.214,3.2428,50.65161290322581
2409,CA-2017-144589,2017-01-20,2017-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.97600000000006,3,0.2,130.49130000000002,2017,1,San Francisco California,37.7790262,-122.419906,449.97,149.99,229.48470000000003,76.49490000000002,50.65161290322581
2410,CA-2017-155985,2017-03-23,2017-03-25,First Class,BE-11335,Bill Eplett,Home Office,United States,San Francisco,California,94122,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,8,0.0,76.26239999999999,2017,3,San Francisco California,37.7790262,-122.419906,211.84,26.48,135.57760000000002,16.947200000000002,55.81290322580645
2411,CA-2014-162684,2014-08-01,2014-08-06,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2,0.2,1.9169999999999998,2014,8,Philadelphia Pennsylvania,39.9527237,-75.1635262,7.1,3.55,3.763,1.8815,74.32903225806452
2412,CA-2015-142041,2015-06-07,2015-06-09,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52,5,0.2,2.6319999999999997,2015,6,Los Angeles California,34.0536909,-118.242766,9.399999999999999,1.8799999999999997,4.888,0.9776,65.01333333333334
2413,CA-2014-151295,2014-11-12,2014-11-16,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,2,0.0,5.8604,2014,11,Los Angeles California,34.0536909,-118.242766,11.96,5.98,6.099600000000001,3.0498000000000003,64.53333333333333
2414,CA-2014-151295,2014-11-12,2014-11-16,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.0640000000001,3,0.2,31.453199999999953,2014,11,Los Angeles California,34.0536909,-118.242766,786.33,262.11,597.6108000000002,199.20360000000005,64.53333333333333
2415,CA-2016-156300,2016-12-29,2017-01-02,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.4499999999999,5,0.0,60.35600000000002,2016,12,Milwaukee Wisconsin,43.0349931,-87.922497,754.4499999999999,150.89,694.0939999999999,138.81879999999998,26.506451612903227
2416,CA-2015-146087,2015-07-06,2015-07-11,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,301.96,2,0.0,60.391999999999996,2015,7,Holyoke Massachusetts,42.2071434,-72.60765,301.96,150.98,241.56799999999998,120.78399999999999,
2417,CA-2017-168655,2017-10-12,2017-10-18,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,5,0.0,95.20000000000003,2017,10,Albuquerque New Mexico,35.21287095,-106.7132485,595.0,119.0,499.79999999999995,99.96,59.096774193548384
2418,CA-2017-168655,2017-10-12,2017-10-18,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.87200000000001,3,0.2,29.951999999999998,2017,10,Albuquerque New Mexico,35.21287095,-106.7132485,99.84000000000002,33.28000000000001,49.920000000000016,16.640000000000004,59.096774193548384
2419,CA-2016-107202,2016-05-21,2016-05-28,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10,0.2,179.73000000000013,2016,5,Sparks Nevada,39.5404679,-119.7487235,2995.5,299.55,2216.67,221.667,
2420,CA-2017-159597,2017-11-09,2017-11-14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2,0.0,3.1779999999999973,2017,11,Coachella California,33.6794956,-116.17628,63.56,31.78,60.382000000000005,30.191000000000003,
2421,CA-2017-159597,2017-11-09,2017-11-14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1,0.0,43.9956,2017,11,Coachella California,33.6794956,-116.17628,99.99,99.99,55.99439999999999,55.99439999999999,
2422,CA-2016-155551,2016-04-18,2016-04-23,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,2016,4,Elmhurst Illinois,41.8994745,-87.9403418,287.96999999999997,95.99,279.3309,93.1103,
